date,region,state,cases,deaths
2020-02-25,Centro-Oeste,DF,0,0
2020-02-25,Centro-Oeste,GO,0,0
2020-02-25,Centro-Oeste,MS,0,0
2020-02-25,Centro-Oeste,MT,0,0
2020-02-25,Nordeste,AL,0,0
2020-02-25,Nordeste,BA,0,0
2020-02-25,Nordeste,CE,0,0
2020-02-25,Nordeste,MA,0,0
2020-02-25,Nordeste,PB,0,0
2020-02-25,Nordeste,PE,0,0
2020-02-25,Nordeste,PI,0,0
2020-02-25,Nordeste,RN,0,0
2020-02-25,Nordeste,SE,0,0
2020-02-25,Norte,AC,0,0
2020-02-25,Norte,AM,0,0
2020-02-25,Norte,AP,0,0
2020-02-25,Norte,PA,0,0
2020-02-25,Norte,RO,0,0
2020-02-25,Norte,RR,0,0
2020-02-25,Norte,TO,0,0
2020-02-25,Sudeste,ES,0,0
2020-02-25,Sudeste,MG,0,0
2020-02-25,Sudeste,RJ,0,0
2020-02-25,Sudeste,SP,0,0
2020-02-25,Sul,PR,0,0
2020-02-25,Sul,RS,0,0
2020-02-25,Sul,SC,0,0
2020-02-26,Centro-Oeste,DF,0,0
2020-02-26,Centro-Oeste,GO,0,0
2020-02-26,Centro-Oeste,MS,0,0
2020-02-26,Centro-Oeste,MT,0,0
2020-02-26,Nordeste,AL,0,0
2020-02-26,Nordeste,BA,0,0
2020-02-26,Nordeste,CE,0,0
2020-02-26,Nordeste,MA,0,0
2020-02-26,Nordeste,PB,0,0
2020-02-26,Nordeste,PE,0,0
2020-02-26,Nordeste,PI,0,0
2020-02-26,Nordeste,RN,0,0
2020-02-26,Nordeste,SE,0,0
2020-02-26,Norte,AC,0,0
2020-02-26,Norte,AM,0,0
2020-02-26,Norte,AP,0,0
2020-02-26,Norte,PA,0,0
2020-02-26,Norte,RO,0,0
2020-02-26,Norte,RR,0,0
2020-02-26,Norte,TO,0,0
2020-02-26,Sudeste,ES,0,0
2020-02-26,Sudeste,MG,0,0
2020-02-26,Sudeste,RJ,0,0
2020-02-26,Sudeste,SP,1,0
2020-02-26,Sul,PR,0,0
2020-02-26,Sul,RS,0,0
2020-02-26,Sul,SC,0,0
2020-02-27,Centro-Oeste,DF,0,0
2020-02-27,Centro-Oeste,GO,0,0
2020-02-27,Centro-Oeste,MS,0,0
2020-02-27,Centro-Oeste,MT,0,0
2020-02-27,Nordeste,AL,0,0
2020-02-27,Nordeste,BA,0,0
2020-02-27,Nordeste,CE,0,0
2020-02-27,Nordeste,MA,0,0
2020-02-27,Nordeste,PB,0,0
2020-02-27,Nordeste,PE,0,0
2020-02-27,Nordeste,PI,0,0
2020-02-27,Nordeste,RN,0,0
2020-02-27,Nordeste,SE,0,0
2020-02-27,Norte,AC,0,0
2020-02-27,Norte,AM,0,0
2020-02-27,Norte,AP,0,0
2020-02-27,Norte,PA,0,0
2020-02-27,Norte,RO,0,0
2020-02-27,Norte,RR,0,0
2020-02-27,Norte,TO,0,0
2020-02-27,Sudeste,ES,0,0
2020-02-27,Sudeste,MG,0,0
2020-02-27,Sudeste,RJ,0,0
2020-02-27,Sudeste,SP,1,0
2020-02-27,Sul,PR,0,0
2020-02-27,Sul,RS,0,0
2020-02-27,Sul,SC,0,0
2020-02-28,Centro-Oeste,DF,0,0
2020-02-28,Centro-Oeste,GO,0,0
2020-02-28,Centro-Oeste,MS,0,0
2020-02-28,Centro-Oeste,MT,0,0
2020-02-28,Nordeste,AL,0,0
2020-02-28,Nordeste,BA,0,0
2020-02-28,Nordeste,CE,0,0
2020-02-28,Nordeste,MA,0,0
2020-02-28,Nordeste,PB,0,0
2020-02-28,Nordeste,PE,0,0
2020-02-28,Nordeste,PI,0,0
2020-02-28,Nordeste,RN,0,0
2020-02-28,Nordeste,SE,0,0
2020-02-28,Norte,AC,0,0
2020-02-28,Norte,AM,0,0
2020-02-28,Norte,AP,0,0
2020-02-28,Norte,PA,0,0
2020-02-28,Norte,RO,0,0
2020-02-28,Norte,RR,0,0
2020-02-28,Norte,TO,0,0
2020-02-28,Sudeste,ES,0,0
2020-02-28,Sudeste,MG,0,0
2020-02-28,Sudeste,RJ,0,0
2020-02-28,Sudeste,SP,1,0
2020-02-28,Sul,PR,0,0
2020-02-28,Sul,RS,0,0
2020-02-28,Sul,SC,0,0
2020-02-29,Centro-Oeste,DF,0,0
2020-02-29,Centro-Oeste,GO,0,0
2020-02-29,Centro-Oeste,MS,0,0
2020-02-29,Centro-Oeste,MT,0,0
2020-02-29,Nordeste,AL,0,0
2020-02-29,Nordeste,BA,0,0
2020-02-29,Nordeste,CE,0,0
2020-02-29,Nordeste,MA,0,0
2020-02-29,Nordeste,PB,0,0
2020-02-29,Nordeste,PE,0,0
2020-02-29,Nordeste,PI,0,0
2020-02-29,Nordeste,RN,0,0
2020-02-29,Nordeste,SE,0,0
2020-02-29,Norte,AC,0,0
2020-02-29,Norte,AM,0,0
2020-02-29,Norte,AP,0,0
2020-02-29,Norte,PA,0,0
2020-02-29,Norte,RO,0,0
2020-02-29,Norte,RR,0,0
2020-02-29,Norte,TO,0,0
2020-02-29,Sudeste,ES,0,0
2020-02-29,Sudeste,MG,0,0
2020-02-29,Sudeste,RJ,0,0
2020-02-29,Sudeste,SP,2,0
2020-02-29,Sul,PR,0,0
2020-02-29,Sul,RS,0,0
2020-02-29,Sul,SC,0,0
2020-03-01,Centro-Oeste,DF,0,0
2020-03-01,Centro-Oeste,GO,0,0
2020-03-01,Centro-Oeste,MS,0,0
2020-03-01,Centro-Oeste,MT,0,0
2020-03-01,Nordeste,AL,0,0
2020-03-01,Nordeste,BA,0,0
2020-03-01,Nordeste,CE,0,0
2020-03-01,Nordeste,MA,0,0
2020-03-01,Nordeste,PB,0,0
2020-03-01,Nordeste,PE,0,0
2020-03-01,Nordeste,PI,0,0
2020-03-01,Nordeste,RN,0,0
2020-03-01,Nordeste,SE,0,0
2020-03-01,Norte,AC,0,0
2020-03-01,Norte,AM,0,0
2020-03-01,Norte,AP,0,0
2020-03-01,Norte,PA,0,0
2020-03-01,Norte,RO,0,0
2020-03-01,Norte,RR,0,0
2020-03-01,Norte,TO,0,0
2020-03-01,Sudeste,ES,0,0
2020-03-01,Sudeste,MG,0,0
2020-03-01,Sudeste,RJ,0,0
2020-03-01,Sudeste,SP,2,0
2020-03-01,Sul,PR,0,0
2020-03-01,Sul,RS,0,0
2020-03-01,Sul,SC,0,0
2020-03-02,Centro-Oeste,DF,0,0
2020-03-02,Centro-Oeste,GO,0,0
2020-03-02,Centro-Oeste,MS,0,0
2020-03-02,Centro-Oeste,MT,0,0
2020-03-02,Nordeste,AL,0,0
2020-03-02,Nordeste,BA,0,0
2020-03-02,Nordeste,CE,0,0
2020-03-02,Nordeste,MA,0,0
2020-03-02,Nordeste,PB,0,0
2020-03-02,Nordeste,PE,0,0
2020-03-02,Nordeste,PI,0,0
2020-03-02,Nordeste,RN,0,0
2020-03-02,Nordeste,SE,0,0
2020-03-02,Norte,AC,0,0
2020-03-02,Norte,AM,0,0
2020-03-02,Norte,AP,0,0
2020-03-02,Norte,PA,0,0
2020-03-02,Norte,RO,0,0
2020-03-02,Norte,RR,0,0
2020-03-02,Norte,TO,0,0
2020-03-02,Sudeste,ES,0,0
2020-03-02,Sudeste,MG,0,0
2020-03-02,Sudeste,RJ,0,0
2020-03-02,Sudeste,SP,2,0
2020-03-02,Sul,PR,0,0
2020-03-02,Sul,RS,0,0
2020-03-02,Sul,SC,0,0
2020-03-03,Centro-Oeste,DF,0,0
2020-03-03,Centro-Oeste,GO,0,0
2020-03-03,Centro-Oeste,MS,0,0
2020-03-03,Centro-Oeste,MT,0,0
2020-03-03,Nordeste,AL,0,0
2020-03-03,Nordeste,BA,0,0
2020-03-03,Nordeste,CE,0,0
2020-03-03,Nordeste,MA,0,0
2020-03-03,Nordeste,PB,0,0
2020-03-03,Nordeste,PE,0,0
2020-03-03,Nordeste,PI,0,0
2020-03-03,Nordeste,RN,0,0
2020-03-03,Nordeste,SE,0,0
2020-03-03,Norte,AC,0,0
2020-03-03,Norte,AM,0,0
2020-03-03,Norte,AP,0,0
2020-03-03,Norte,PA,0,0
2020-03-03,Norte,RO,0,0
2020-03-03,Norte,RR,0,0
2020-03-03,Norte,TO,0,0
2020-03-03,Sudeste,ES,0,0
2020-03-03,Sudeste,MG,0,0
2020-03-03,Sudeste,RJ,0,0
2020-03-03,Sudeste,SP,2,0
2020-03-03,Sul,PR,0,0
2020-03-03,Sul,RS,0,0
2020-03-03,Sul,SC,0,0
2020-03-04,Centro-Oeste,DF,0,0
2020-03-04,Centro-Oeste,GO,0,0
2020-03-04,Centro-Oeste,MS,0,0
2020-03-04,Centro-Oeste,MT,0,0
2020-03-04,Nordeste,AL,0,0
2020-03-04,Nordeste,BA,0,0
2020-03-04,Nordeste,CE,0,0
2020-03-04,Nordeste,MA,0,0
2020-03-04,Nordeste,PB,0,0
2020-03-04,Nordeste,PE,0,0
2020-03-04,Nordeste,PI,0,0
2020-03-04,Nordeste,RN,0,0
2020-03-04,Nordeste,SE,0,0
2020-03-04,Norte,AC,0,0
2020-03-04,Norte,AM,0,0
2020-03-04,Norte,AP,0,0
2020-03-04,Norte,PA,0,0
2020-03-04,Norte,RO,0,0
2020-03-04,Norte,RR,0,0
2020-03-04,Norte,TO,0,0
2020-03-04,Sudeste,ES,0,0
2020-03-04,Sudeste,MG,0,0
2020-03-04,Sudeste,RJ,0,0
2020-03-04,Sudeste,SP,3,0
2020-03-04,Sul,PR,0,0
2020-03-04,Sul,RS,0,0
2020-03-04,Sul,SC,0,0
2020-03-05,Centro-Oeste,DF,0,0
2020-03-05,Centro-Oeste,GO,0,0
2020-03-05,Centro-Oeste,MS,0,0
2020-03-05,Centro-Oeste,MT,0,0
2020-03-05,Nordeste,AL,0,0
2020-03-05,Nordeste,BA,0,0
2020-03-05,Nordeste,CE,0,0
2020-03-05,Nordeste,MA,0,0
2020-03-05,Nordeste,PB,0,0
2020-03-05,Nordeste,PE,0,0
2020-03-05,Nordeste,PI,0,0
2020-03-05,Nordeste,RN,0,0
2020-03-05,Nordeste,SE,0,0
2020-03-05,Norte,AC,0,0
2020-03-05,Norte,AM,0,0
2020-03-05,Norte,AP,0,0
2020-03-05,Norte,PA,0,0
2020-03-05,Norte,RO,0,0
2020-03-05,Norte,RR,0,0
2020-03-05,Norte,TO,0,0
2020-03-05,Sudeste,ES,0,0
2020-03-05,Sudeste,MG,0,0
2020-03-05,Sudeste,RJ,1,0
2020-03-05,Sudeste,SP,6,0
2020-03-05,Sul,PR,0,0
2020-03-05,Sul,RS,0,0
2020-03-05,Sul,SC,0,0
2020-03-06,Centro-Oeste,DF,0,0
2020-03-06,Centro-Oeste,GO,0,0
2020-03-06,Centro-Oeste,MS,0,0
2020-03-06,Centro-Oeste,MT,0,0
2020-03-06,Nordeste,AL,0,0
2020-03-06,Nordeste,BA,1,0
2020-03-06,Nordeste,CE,0,0
2020-03-06,Nordeste,MA,0,0
2020-03-06,Nordeste,PB,0,0
2020-03-06,Nordeste,PE,0,0
2020-03-06,Nordeste,PI,0,0
2020-03-06,Nordeste,RN,0,0
2020-03-06,Nordeste,SE,0,0
2020-03-06,Norte,AC,0,0
2020-03-06,Norte,AM,0,0
2020-03-06,Norte,AP,0,0
2020-03-06,Norte,PA,0,0
2020-03-06,Norte,RO,0,0
2020-03-06,Norte,RR,0,0
2020-03-06,Norte,TO,0,0
2020-03-06,Sudeste,ES,1,0
2020-03-06,Sudeste,MG,0,0
2020-03-06,Sudeste,RJ,1,0
2020-03-06,Sudeste,SP,10,0
2020-03-06,Sul,PR,0,0
2020-03-06,Sul,RS,0,0
2020-03-06,Sul,SC,0,0
2020-03-07,Centro-Oeste,DF,1,0
2020-03-07,Centro-Oeste,GO,0,0
2020-03-07,Centro-Oeste,MS,0,0
2020-03-07,Centro-Oeste,MT,0,0
2020-03-07,Nordeste,AL,0,0
2020-03-07,Nordeste,BA,2,0
2020-03-07,Nordeste,CE,0,0
2020-03-07,Nordeste,MA,0,0
2020-03-07,Nordeste,PB,0,0
2020-03-07,Nordeste,PE,0,0
2020-03-07,Nordeste,PI,0,0
2020-03-07,Nordeste,RN,0,0
2020-03-07,Nordeste,SE,0,0
2020-03-07,Norte,AC,0,0
2020-03-07,Norte,AM,0,0
2020-03-07,Norte,AP,0,0
2020-03-07,Norte,PA,0,0
2020-03-07,Norte,RO,0,0
2020-03-07,Norte,RR,0,0
2020-03-07,Norte,TO,0,0
2020-03-07,Sudeste,ES,1,0
2020-03-07,Sudeste,MG,0,0
2020-03-07,Sudeste,RJ,2,0
2020-03-07,Sudeste,SP,13,0
2020-03-07,Sul,PR,0,0
2020-03-07,Sul,RS,0,0
2020-03-07,Sul,SC,0,0
2020-03-08,Centro-Oeste,DF,1,0
2020-03-08,Centro-Oeste,GO,0,0
2020-03-08,Centro-Oeste,MS,0,0
2020-03-08,Centro-Oeste,MT,0,0
2020-03-08,Nordeste,AL,1,0
2020-03-08,Nordeste,BA,2,0
2020-03-08,Nordeste,CE,0,0
2020-03-08,Nordeste,MA,0,0
2020-03-08,Nordeste,PB,0,0
2020-03-08,Nordeste,PE,0,0
2020-03-08,Nordeste,PI,0,0
2020-03-08,Nordeste,RN,0,0
2020-03-08,Nordeste,SE,0,0
2020-03-08,Norte,AC,0,0
2020-03-08,Norte,AM,0,0
2020-03-08,Norte,AP,0,0
2020-03-08,Norte,PA,0,0
2020-03-08,Norte,RO,0,0
2020-03-08,Norte,RR,0,0
2020-03-08,Norte,TO,0,0
2020-03-08,Sudeste,ES,1,0
2020-03-08,Sudeste,MG,1,0
2020-03-08,Sudeste,RJ,3,0
2020-03-08,Sudeste,SP,16,0
2020-03-08,Sul,PR,0,0
2020-03-08,Sul,RS,0,0
2020-03-08,Sul,SC,0,0
2020-03-09,Centro-Oeste,DF,1,0
2020-03-09,Centro-Oeste,GO,0,0
2020-03-09,Centro-Oeste,MS,0,0
2020-03-09,Centro-Oeste,MT,0,0
2020-03-09,Nordeste,AL,1,0
2020-03-09,Nordeste,BA,2,0
2020-03-09,Nordeste,CE,0,0
2020-03-09,Nordeste,MA,0,0
2020-03-09,Nordeste,PB,0,0
2020-03-09,Nordeste,PE,0,0
2020-03-09,Nordeste,PI,0,0
2020-03-09,Nordeste,RN,0,0
2020-03-09,Nordeste,SE,0,0
2020-03-09,Norte,AC,0,0
2020-03-09,Norte,AM,0,0
2020-03-09,Norte,AP,0,0
2020-03-09,Norte,PA,0,0
2020-03-09,Norte,RO,0,0
2020-03-09,Norte,RR,0,0
2020-03-09,Norte,TO,0,0
2020-03-09,Sudeste,ES,1,0
2020-03-09,Sudeste,MG,1,0
2020-03-09,Sudeste,RJ,3,0
2020-03-09,Sudeste,SP,16,0
2020-03-09,Sul,PR,0,0
2020-03-09,Sul,RS,0,0
2020-03-09,Sul,SC,0,0
2020-03-10,Centro-Oeste,DF,1,0
2020-03-10,Centro-Oeste,GO,0,0
2020-03-10,Centro-Oeste,MS,0,0
2020-03-10,Centro-Oeste,MT,0,0
2020-03-10,Nordeste,AL,1,0
2020-03-10,Nordeste,BA,2,0
2020-03-10,Nordeste,CE,0,0
2020-03-10,Nordeste,MA,0,0
2020-03-10,Nordeste,PB,0,0
2020-03-10,Nordeste,PE,0,0
2020-03-10,Nordeste,PI,0,0
2020-03-10,Nordeste,RN,0,0
2020-03-10,Nordeste,SE,0,0
2020-03-10,Norte,AC,0,0
2020-03-10,Norte,AM,0,0
2020-03-10,Norte,AP,0,0
2020-03-10,Norte,PA,0,0
2020-03-10,Norte,RO,0,0
2020-03-10,Norte,RR,0,0
2020-03-10,Norte,TO,0,0
2020-03-10,Sudeste,ES,1,0
2020-03-10,Sudeste,MG,1,0
2020-03-10,Sudeste,RJ,8,0
2020-03-10,Sudeste,SP,19,0
2020-03-10,Sul,PR,0,0
2020-03-10,Sul,RS,1,0
2020-03-10,Sul,SC,0,0
2020-03-11,Centro-Oeste,DF,2,0
2020-03-11,Centro-Oeste,GO,0,0
2020-03-11,Centro-Oeste,MS,0,0
2020-03-11,Centro-Oeste,MT,0,0
2020-03-11,Nordeste,AL,1,0
2020-03-11,Nordeste,BA,2,0
2020-03-11,Nordeste,CE,0,0
2020-03-11,Nordeste,MA,0,0
2020-03-11,Nordeste,PB,0,0
2020-03-11,Nordeste,PE,0,0
2020-03-11,Nordeste,PI,0,0
2020-03-11,Nordeste,RN,0,0
2020-03-11,Nordeste,SE,0,0
2020-03-11,Norte,AC,0,0
2020-03-11,Norte,AM,0,0
2020-03-11,Norte,AP,0,0
2020-03-11,Norte,PA,0,0
2020-03-11,Norte,RO,0,0
2020-03-11,Norte,RR,0,0
2020-03-11,Norte,TO,0,0
2020-03-11,Sudeste,ES,1,0
2020-03-11,Sudeste,MG,1,0
2020-03-11,Sudeste,RJ,13,0
2020-03-11,Sudeste,SP,30,0
2020-03-11,Sul,PR,0,0
2020-03-11,Sul,RS,2,0
2020-03-11,Sul,SC,0,0
2020-03-12,Centro-Oeste,DF,2,0
2020-03-12,Centro-Oeste,GO,0,0
2020-03-12,Centro-Oeste,MS,0,0
2020-03-12,Centro-Oeste,MT,0,0
2020-03-12,Nordeste,AL,1,0
2020-03-12,Nordeste,BA,2,0
2020-03-12,Nordeste,CE,0,0
2020-03-12,Nordeste,MA,0,0
2020-03-12,Nordeste,PB,0,0
2020-03-12,Nordeste,PE,2,0
2020-03-12,Nordeste,PI,0,0
2020-03-12,Nordeste,RN,0,0
2020-03-12,Nordeste,SE,0,0
2020-03-12,Norte,AC,0,0
2020-03-12,Norte,AM,0,0
2020-03-12,Norte,AP,0,0
2020-03-12,Norte,PA,0,0
2020-03-12,Norte,RO,0,0
2020-03-12,Norte,RR,0,0
2020-03-12,Norte,TO,0,0
2020-03-12,Sudeste,ES,1,0
2020-03-12,Sudeste,MG,1,0
2020-03-12,Sudeste,RJ,16,0
2020-03-12,Sudeste,SP,42,0
2020-03-12,Sul,PR,6,0
2020-03-12,Sul,RS,4,0
2020-03-12,Sul,SC,0,0
2020-03-13,Centro-Oeste,DF,2,0
2020-03-13,Centro-Oeste,GO,3,0
2020-03-13,Centro-Oeste,MS,0,0
2020-03-13,Centro-Oeste,MT,0,0
2020-03-13,Nordeste,AL,1,0
2020-03-13,Nordeste,BA,2,0
2020-03-13,Nordeste,CE,0,0
2020-03-13,Nordeste,MA,0,0
2020-03-13,Nordeste,PB,0,0
2020-03-13,Nordeste,PE,2,0
2020-03-13,Nordeste,PI,0,0
2020-03-13,Nordeste,RN,1,0
2020-03-13,Nordeste,SE,0,0
2020-03-13,Norte,AC,0,0
2020-03-13,Norte,AM,0,0
2020-03-13,Norte,AP,0,0
2020-03-13,Norte,PA,0,0
2020-03-13,Norte,RO,0,0
2020-03-13,Norte,RR,0,0
2020-03-13,Norte,TO,0,0
2020-03-13,Sudeste,ES,1,0
2020-03-13,Sudeste,MG,2,0
2020-03-13,Sudeste,RJ,16,0
2020-03-13,Sudeste,SP,56,0
2020-03-13,Sul,PR,6,0
2020-03-13,Sul,RS,4,0
2020-03-13,Sul,SC,2,0
2020-03-14,Centro-Oeste,DF,6,0
2020-03-14,Centro-Oeste,GO,3,0
2020-03-14,Centro-Oeste,MS,0,0
2020-03-14,Centro-Oeste,MT,0,0
2020-03-14,Nordeste,AL,1,0
2020-03-14,Nordeste,BA,2,0
2020-03-14,Nordeste,CE,0,0
2020-03-14,Nordeste,MA,0,0
2020-03-14,Nordeste,PB,0,0
2020-03-14,Nordeste,PE,2,0
2020-03-14,Nordeste,PI,0,0
2020-03-14,Nordeste,RN,1,0
2020-03-14,Nordeste,SE,0,0
2020-03-14,Norte,AC,0,0
2020-03-14,Norte,AM,0,0
2020-03-14,Norte,AP,0,0
2020-03-14,Norte,PA,0,0
2020-03-14,Norte,RO,0,0
2020-03-14,Norte,RR,0,0
2020-03-14,Norte,TO,0,0
2020-03-14,Sudeste,ES,1,0
2020-03-14,Sudeste,MG,2,0
2020-03-14,Sudeste,RJ,22,0
2020-03-14,Sudeste,SP,65,0
2020-03-14,Sul,PR,6,0
2020-03-14,Sul,RS,6,0
2020-03-14,Sul,SC,4,0
2020-03-15,Centro-Oeste,DF,8,0
2020-03-15,Centro-Oeste,GO,3,0
2020-03-15,Centro-Oeste,MS,0,0
2020-03-15,Centro-Oeste,MT,0,0
2020-03-15,Nordeste,AL,1,0
2020-03-15,Nordeste,BA,2,0
2020-03-15,Nordeste,CE,0,0
2020-03-15,Nordeste,MA,0,0
2020-03-15,Nordeste,PB,0,0
2020-03-15,Nordeste,PE,2,0
2020-03-15,Nordeste,PI,0,0
2020-03-15,Nordeste,RN,1,0
2020-03-15,Nordeste,SE,1,0
2020-03-15,Norte,AC,0,0
2020-03-15,Norte,AM,1,0
2020-03-15,Norte,AP,0,0
2020-03-15,Norte,PA,0,0
2020-03-15,Norte,RO,0,0
2020-03-15,Norte,RR,0,0
2020-03-15,Norte,TO,0,0
2020-03-15,Sudeste,ES,1,0
2020-03-15,Sudeste,MG,2,0
2020-03-15,Sudeste,RJ,24,0
2020-03-15,Sudeste,SP,136,0
2020-03-15,Sul,PR,6,0
2020-03-15,Sul,RS,6,0
2020-03-15,Sul,SC,6,0
2020-03-16,Centro-Oeste,DF,13,0
2020-03-16,Centro-Oeste,GO,3,0
2020-03-16,Centro-Oeste,MS,2,0
2020-03-16,Centro-Oeste,MT,0,0
2020-03-16,Nordeste,AL,1,0
2020-03-16,Nordeste,BA,2,0
2020-03-16,Nordeste,CE,0,0
2020-03-16,Nordeste,MA,0,0
2020-03-16,Nordeste,PB,0,0
2020-03-16,Nordeste,PE,2,0
2020-03-16,Nordeste,PI,0,0
2020-03-16,Nordeste,RN,1,0
2020-03-16,Nordeste,SE,1,0
2020-03-16,Norte,AC,0,0
2020-03-16,Norte,AM,1,0
2020-03-16,Norte,AP,0,0
2020-03-16,Norte,PA,0,0
2020-03-16,Norte,RO,0,0
2020-03-16,Norte,RR,0,0
2020-03-16,Norte,TO,0,0
2020-03-16,Sudeste,ES,1,0
2020-03-16,Sudeste,MG,5,0
2020-03-16,Sudeste,RJ,31,0
2020-03-16,Sudeste,SP,152,0
2020-03-16,Sul,PR,6,0
2020-03-16,Sul,RS,6,0
2020-03-16,Sul,SC,7,0
2020-03-17,Centro-Oeste,DF,22,0
2020-03-17,Centro-Oeste,GO,6,0
2020-03-17,Centro-Oeste,MS,4,0
2020-03-17,Centro-Oeste,MT,0,0
2020-03-17,Nordeste,AL,1,0
2020-03-17,Nordeste,BA,3,0
2020-03-17,Nordeste,CE,5,0
2020-03-17,Nordeste,MA,0,0
2020-03-17,Nordeste,PB,0,0
2020-03-17,Nordeste,PE,16,0
2020-03-17,Nordeste,PI,0,0
2020-03-17,Nordeste,RN,1,0
2020-03-17,Nordeste,SE,4,0
2020-03-17,Norte,AC,0,0
2020-03-17,Norte,AM,1,0
2020-03-17,Norte,AP,0,0
2020-03-17,Norte,PA,0,0
2020-03-17,Norte,RO,0,0
2020-03-17,Norte,RR,0,0
2020-03-17,Norte,TO,0,0
2020-03-17,Sudeste,ES,1,0
2020-03-17,Sudeste,MG,7,0
2020-03-17,Sudeste,RJ,33,0
2020-03-17,Sudeste,SP,164,1
2020-03-17,Sul,PR,6,0
2020-03-17,Sul,RS,10,0
2020-03-17,Sul,SC,7,0
2020-03-18,Centro-Oeste,DF,26,0
2020-03-18,Centro-Oeste,GO,8,0
2020-03-18,Centro-Oeste,MS,7,0
2020-03-18,Centro-Oeste,MT,0,0
2020-03-18,Nordeste,AL,1,0
2020-03-18,Nordeste,BA,3,0
2020-03-18,Nordeste,CE,9,0
2020-03-18,Nordeste,MA,0,0
2020-03-18,Nordeste,PB,0,0
2020-03-18,Nordeste,PE,16,0
2020-03-18,Nordeste,PI,0,0
2020-03-18,Nordeste,RN,1,0
2020-03-18,Nordeste,SE,5,0
2020-03-18,Norte,AC,0,0
2020-03-18,Norte,AM,1,0
2020-03-18,Norte,AP,0,0
2020-03-18,Norte,PA,0,0
2020-03-18,Norte,RO,0,0
2020-03-18,Norte,RR,0,0
2020-03-18,Norte,TO,0,0
2020-03-18,Sudeste,ES,9,0
2020-03-18,Sudeste,MG,15,0
2020-03-18,Sudeste,RJ,45,0
2020-03-18,Sudeste,SP,240,4
2020-03-18,Sul,PR,13,0
2020-03-18,Sul,RS,19,0
2020-03-18,Sul,SC,10,0
2020-03-19,Centro-Oeste,DF,42,0
2020-03-19,Centro-Oeste,GO,12,0
2020-03-19,Centro-Oeste,MS,7,0
2020-03-19,Centro-Oeste,MT,0,0
2020-03-19,Nordeste,AL,4,0
2020-03-19,Nordeste,BA,30,0
2020-03-19,Nordeste,CE,20,0
2020-03-19,Nordeste,MA,0,0
2020-03-19,Nordeste,PB,1,0
2020-03-19,Nordeste,PE,28,0
2020-03-19,Nordeste,PI,0,0
2020-03-19,Nordeste,RN,1,0
2020-03-19,Nordeste,SE,6,0
2020-03-19,Norte,AC,3,0
2020-03-19,Norte,AM,3,0
2020-03-19,Norte,AP,0,0
2020-03-19,Norte,PA,1,0
2020-03-19,Norte,RO,0,0
2020-03-19,Norte,RR,0,0
2020-03-19,Norte,TO,1,0
2020-03-19,Sudeste,ES,11,0
2020-03-19,Sudeste,MG,29,0
2020-03-19,Sudeste,RJ,65,2
2020-03-19,Sudeste,SP,286,4
2020-03-19,Sul,PR,23,0
2020-03-19,Sul,RS,28,0
2020-03-19,Sul,SC,20,0
2020-03-20,Centro-Oeste,DF,87,0
2020-03-20,Centro-Oeste,GO,15,0
2020-03-20,Centro-Oeste,MS,9,0
2020-03-20,Centro-Oeste,MT,1,0
2020-03-20,Nordeste,AL,5,0
2020-03-20,Nordeste,BA,33,0
2020-03-20,Nordeste,CE,55,0
2020-03-20,Nordeste,MA,0,0
2020-03-20,Nordeste,PB,1,0
2020-03-20,Nordeste,PE,30,0
2020-03-20,Nordeste,PI,3,0
2020-03-20,Nordeste,RN,1,0
2020-03-20,Nordeste,SE,6,0
2020-03-20,Norte,AC,7,0
2020-03-20,Norte,AM,3,0
2020-03-20,Norte,AP,1,0
2020-03-20,Norte,PA,2,0
2020-03-20,Norte,RO,1,0
2020-03-20,Norte,RR,0,0
2020-03-20,Norte,TO,1,0
2020-03-20,Sudeste,ES,13,0
2020-03-20,Sudeste,MG,35,0
2020-03-20,Sudeste,RJ,109,2
2020-03-20,Sudeste,SP,396,9
2020-03-20,Sul,PR,32,0
2020-03-20,Sul,RS,37,0
2020-03-20,Sul,SC,21,0
2020-03-21,Centro-Oeste,DF,100,0
2020-03-21,Centro-Oeste,GO,20,0
2020-03-21,Centro-Oeste,MS,16,0
2020-03-21,Centro-Oeste,MT,2,0
2020-03-21,Nordeste,AL,7,0
2020-03-21,Nordeste,BA,41,0
2020-03-21,Nordeste,CE,68,0
2020-03-21,Nordeste,MA,1,0
2020-03-21,Nordeste,PB,1,0
2020-03-21,Nordeste,PE,30,0
2020-03-21,Nordeste,PI,4,0
2020-03-21,Nordeste,RN,6,0
2020-03-21,Nordeste,SE,10,0
2020-03-21,Norte,AC,9,0
2020-03-21,Norte,AM,11,0
2020-03-21,Norte,AP,1,0
2020-03-21,Norte,PA,2,0
2020-03-21,Norte,RO,1,0
2020-03-21,Norte,RR,0,0
2020-03-21,Norte,TO,2,0
2020-03-21,Sudeste,ES,26,0
2020-03-21,Sudeste,MG,38,0
2020-03-21,Sudeste,RJ,119,3
2020-03-21,Sudeste,SP,459,15
2020-03-21,Sul,PR,43,0
2020-03-21,Sul,RS,60,0
2020-03-21,Sul,SC,51,0
2020-03-22,Centro-Oeste,DF,117,0
2020-03-22,Centro-Oeste,GO,21,0
2020-03-22,Centro-Oeste,MS,21,0
2020-03-22,Centro-Oeste,MT,2,0
2020-03-22,Nordeste,AL,7,0
